Home Ownership,Annual Income,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Term,Current Loan Amount,Monthly Debt,Credit Score,Credit Default
3,0.4317500255935092,-0.026674289431710546,1.162047985972628,0.008743224785735623,-0.3409788778582933,1.2444757049992503,1,1.61044605651251,-0.8026562629186947,-0.25508771044291323,0
3,-0.36723934447605905,-0.8415711152477163,2.283971810197859,-0.33216034542659856,-0.3409788778582933,1.2886298485446808,2,0.09198131715768283,-0.8828174605240435,-0.23979123633600716,1
4,-1.1384834125775285,-1.0452953217017178,1.4176761990872377,-0.47831080026605965,-0.3409788778582933,-0.6983066109996929,2,0.002829760687826769,-1.1111427126991116,-0.22658064506186099,0
2,-0.20734605675401982,1.1956709492922981,-0.49953539927233476,0.05563351912302026,-0.3409788778582933,0.05231382927262605,2,-0.783103147140386,-0.09914951824413688,-0.23144770500496747,1
2,-0.20734605675401982,0.1770499170222909,0.9490244750437866,0.7253970173015936,-0.3409788778582933,1.9950961452715692,2,0.9253461905951279,1.6112355327536736,-0.23144770500496747,0
4,0.03681260056524991,-1.656467941063722,1.6306997100160792,0.7456029384158952,-0.3409788778582933,-0.6983066109996929,2,-1.1730850457083093,0.32790171544209945,-0.23909594205842052,0
3,-0.494064249671414,1.8068435686543023,-0.35751972531977383,0.11899106837972866,-0.3409788778582933,-0.6983066109996929,2,-1.417754400109383,-0.10636067200361388,-0.22379946795151442,0
4,-0.42451267822197164,-0.8415711152477163,-0.5421401014581031,-0.4264831833966081,-0.3409788778582933,-0.6983066109996929,2,0.002829760687826769,-1.0291368013413384,-0.22936182217220755,0
3,-0.8116663533768277,0.1770499170222909,0.16793826830470152,-0.16001046384260526,-0.3409788778582933,-0.6983066109996929,2,-0.8945265467312212,-0.37795284673554386,-0.2251900565066877,0
4,-0.20734605675401982,-0.4341227023397134,0.04012416174739688,-0.6105625494802879,-0.3409788778582933,-0.43338174972710974,2,0.284918378891583,0.33855074483109454,-0.23144770500496747,1
4,-0.9416298673921033,-0.6378469087937149,-0.6131479384343835,-0.5605899959899742,1.6647792271904904,-0.6983066109996929,2,0.002829760687826769,-1.0218417969567513,-0.23979123633600716,0
2,-0.04690037387967453,-0.026674289431710546,0.3099539422572624,0.2443933528094479,-0.3409788778582933,-0.6983066109996929,1,0.002829760687826769,0.6904718184185938,-0.2474394733894602,0
3,0.2663578952189689,1.603119362200301,0.9490244750437866,0.8379280158237563,-0.3409788778582933,-0.08014860136366553,2,-0.25615262257773785,0.8328501798557094,-0.23492417639290067,1
3,-0.20734605675401982,0.3807741234762923,0.3809617792335429,-0.7208674719474852,-0.3409788778582933,-0.21261103199995712,2,-1.3398350411789257,-0.36151812421394514,-0.23144770500496747,1
4,0.7582406694769382,-1.0452953217017178,-1.152807499454115,0.18879853030851637,-0.3409788778582933,-0.6983066109996929,2,-1.5468925798194986,0.2955353741495632,-0.23770535350324723,0
4,-0.20734605675401982,-0.4341227023397134,1.8579247883401764,1.0377326114752048,-0.3409788778582933,0.7146259824540839,2,-0.896323698337525,-0.9470470393584549,-0.23144770500496747,0
3,-0.20734605675401982,-0.6378469087937149,-0.5421401014581031,-0.3216292933204159,-0.3409788778582933,-0.08014860136366553,1,2.091055743226896,0.044570453194741795,-0.23144770500496747,1
4,-0.20734605675401982,0.3807741234762923,-0.04508524262413988,-0.06291930052218996,-0.3409788778582933,-0.6983066109996929,2,-1.086179928746333,-0.6295885726912469,-0.23144770500496747,1
4,0.09298114400655044,0.7882225363842952,-0.10189151220516404,1.0676704804708295,-0.3409788778582933,2.6132541549075965,2,-1.0994018298498538,-0.6804020515080266,-0.21823711373082127,0
3,-0.6254338604380141,0.1770499170222909,-1.5220482517307736,-0.41438246227730885,5.676295437288058,-0.6983066109996929,2,-0.7801506837871727,0.29796704227775894,-0.23422888211531404,1
4,-0.8133486477043051,0.3807741234762923,0.7644040989054572,-0.41178537354651584,-0.3409788778582933,2.171712719453291,1,-0.36808949405608843,-0.30558975726544335,-0.27386065593775255,1
4,0.03312159659302319,1.8068435686543023,-0.47113226448182266,0.13785563597373057,-0.3409788778582933,-0.25676517554538764,2,-0.39594534395379727,-0.779848892888721,-0.23840064778083386,0
2,-0.20734605675401982,2.2142919815623054,-1.0533965276873225,-0.041657420253609884,-0.3409788778582933,0.5380094082723619,1,0.10340606665489982,-0.37485037360646656,-0.23144770500496747,1
3,-0.20734605675401982,-0.23039849588571198,-1.2664200386161637,-0.4001698228494526,-0.3409788778582933,-0.6983066109996929,2,-0.6882392159219215,-0.5268715569312548,-0.23144770500496747,1
1,0.011854383229240643,1.1956709492922981,-0.41432599490079824,1.1775829856847477,1.6647792271904904,0.8470884130903755,2,-1.6103063579276466,1.3451774992790166,-0.23283829356014074,0
3,-0.20734605675401982,-0.23039849588571198,0.43776804881456705,0.5803881399262173,1.6647792271904904,-0.6983066109996929,1,2.7132553029236455,0.8873530861773378,-0.23144770500496747,0
3,0.5235480563585493,-1.0452953217017178,1.2756605251346769,-0.5105318241898542,-0.3409788778582933,-0.43338174972710974,2,0.002829760687826769,0.43707522933557674,-0.2370100592256606,0
2,-0.20734605675401982,1.3993951557462996,-0.04508524262413988,1.0252323382434758,-0.3409788778582933,-0.6983066109996929,2,-0.5461358710520429,0.4800067493919979,-0.23144770500496747,0
3,-0.20734605675401982,0.5844983299302937,0.054325729142652664,-0.5247159241811082,-0.3409788778582933,0.5821635518177923,1,0.0858196545074984,0.5610064532484488,-0.23144770500496747,1
4,-0.20734605675401982,-0.6378469087937149,-0.1871009165767008,-0.616727067786346,-0.3409788778582933,-0.12430274490909606,2,0.26989932618175844,0.05848965696303459,-0.23144770500496747,1
4,-0.8713501386964394,-1.0452953217017178,0.5513805879766159,-0.489726574906908,-0.3409788778582933,-0.6983066109996929,1,-0.5180232852105764,-0.7492434147234989,-0.24187711916876709,0
3,0.2595282824268215,0.1770499170222909,-1.1244043646636028,0.31617003586378195,-0.3409788778582933,-0.6983066109996929,2,-1.032393748529098,0.176215934617752,-0.22379946795151442,1
4,-0.5401390271478496,-0.6378469087937149,-1.2522184712209077,-0.12062604133167842,-0.3409788778582933,-0.6983066109996929,2,-0.2553824147464648,-0.43413276555937624,-0.22240887939634113,0
3,1.2574552339382423,1.603119362200301,2.283971810197859,1.3344000549542514,-0.3409788778582933,-0.3450734626362487,1,2.6830888295321174,-0.3710770954765077,-0.24813476766704684,0
3,-0.20734605675401982,-0.8415711152477163,-0.10189151220516404,-0.4714042566083464,1.6647792271904904,2.436637580725874,2,-0.7793804759558995,-1.2198131228419278,-0.23144770500496747,1
4,-0.20734605675401982,-0.8415711152477163,-0.04508524262413988,-0.7369066353178771,-0.3409788778582933,-0.12430274490909606,1,-1.043048290195042,0.0030643937651939845,-0.23144770500496747,0
4,0.258599254216125,-0.8415711152477163,0.12533356611893312,-0.2575867975852566,-0.3409788778582933,-0.6983066109996929,2,0.9280419180045836,-0.45694013558935,-0.21962770228599457,0
4,-0.80049290597791,-0.8415711152477163,-0.28651188834349334,-0.8041170085158719,1.6647792271904904,-0.6983066109996929,1,-1.387716294689734,-0.47983135624443396,-0.23770535350324723,1
3,-0.4393269118519973,1.1956709492922981,0.40936491402405495,0.6160624356788684,-0.3409788778582933,-0.6983066109996929,2,-0.5909362932377589,0.6010870520511232,-0.22588535078427432,0
4,-0.20734605675401982,-0.4341227023397134,-1.0817996624778348,-0.01953935688696619,-0.3409788778582933,-0.6983066109996929,2,0.0171427895523177,-0.4451171974488122,-0.23144770500496747,1
3,0.40272417122688275,-0.23039849588571198,-0.14449621439093244,0.05183777405493818,-0.3409788778582933,-0.6983066109996929,1,-0.4593591220619454,-1.0173977138259107,-0.24326770772394035,0
3,-0.606326009942337,0.7882225363842952,-0.7693651797822005,-0.5414114945933489,-0.3409788778582933,-0.6983066109996929,1,0.002829760687826769,-0.5487565700850163,-0.2523065333325667,0
3,0.4566831340589591,-0.6378469087937149,-0.32911659052926173,-0.549687931207964,-0.3409788778582933,1.9950961452715692,1,0.14281503402170445,0.4724601931320801,-0.24952535622222013,0
4,-0.9931532697799212,-0.8415711152477163,-0.24390718615772497,-0.5967780016014635,-0.3409788778582933,1.6860171404535553,2,-0.7697528780649864,-0.47320715686072834,-0.2286665278946209,1
4,-0.20734605675401982,-0.23039849588571198,-0.38592286011028615,0.052522720533389085,-0.3409788778582933,-0.6983066109996929,2,-0.8902904036592194,0.8185955735869758,-0.23144770500496747,0
4,-0.05968078899439155,-0.6378469087937149,-0.7125589102011761,-0.3816762679312783,-0.3409788778582933,-0.6983066109996929,2,0.05539644517221275,-0.15818035832171598,-0.22449476222910106,1
3,-0.20734605675401982,-0.026674289431710546,-0.996590258106298,0.04704314870578187,1.6647792271904904,-0.6983066109996929,2,-0.2490923841244015,0.2638398378579085,-0.23144770500496747,0
4,-0.07394262747211112,-0.8415711152477163,-0.35751972531977383,-0.5469766847307626,-0.3409788778582933,-0.6983066109996929,2,0.002829760687826769,-1.101080637685888,-0.2203229965635812,0
4,1.1001481598838176,-0.23039849588571198,0.5513805879766159,0.00417691492939628,-0.3409788778582933,-0.12430274490909606,2,1.0098123160914063,1.7813684511022645,-0.22310417367392776,0
3,0.11000495824580023,0.1770499170222909,-0.11609307960042034,0.055662058559622384,-0.3409788778582933,0.22893040345434817,1,1.2656496840459392,-0.7541906016050005,3.758846154064764,1
3,-0.9400228996763039,-1.2490195281557193,-0.28651188834349334,-0.7266609775777157,-0.3409788778582933,-0.6983066109996929,2,-0.936246137591845,-0.990817065665978,-0.22240887939634113,0
4,-0.20734605675401982,-0.6378469087937149,-0.7409620449916885,0.1825483936926519,-0.3409788778582933,-0.6983066109996929,2,-0.002754246088902877,1.4016089699781797,-0.23144770500496747,0
4,-0.2448587093697118,-0.4341227023397134,-0.32911659052926173,0.15734807117297916,-0.3409788778582933,-0.6983066109996929,1,0.8922272538503866,0.13714154331639994,-0.2356194706704873,0
3,0.40485842522442883,-0.4341227023397134,-0.8829777189442494,0.26628310068327465,-0.3409788778582933,-0.6983066109996929,2,0.24846187487799176,-1.1354593939810689,-0.2404865306135938,1
3,0.14515737702891188,-0.23039849588571198,0.40936491402405495,1.2800609676638133,-0.3409788778582933,2.304175150089583,1,0.7820875339783397,0.8529743298821568,-0.271079478827406,0
2,-0.20734605675401982,1.1956709492922981,2.0141420296879935,2.160559665712447,-0.3409788778582933,-0.6983066109996929,2,0.8116121675104735,0.9228219005989514,-0.23144770500496747,0
4,-0.683209371595114,0.1770499170222909,-0.3717212927150301,-0.032410642794522715,-0.3409788778582933,-0.6983066109996929,2,0.002829760687826769,-0.8127183379319184,-0.22101829084116786,0
4,-0.2120163066780618,1.603119362200301,-0.7977683145727129,-0.49375063546780706,-0.3409788778582933,-0.6983066109996929,2,-0.7804074197309303,-0.5182349425449044,-0.23283829356014074,1
4,-0.20734605675401982,-0.8415711152477163,-1.3232263081971882,-0.3138094876914348,-0.3409788778582933,-0.6983066109996929,2,-0.7856705065779629,-0.8870938424046637,-0.23144770500496747,0
4,-0.4486171939589625,-0.026674289431710546,-0.030883675228883585,-0.5568798692316985,5.676295437288058,1.5535547098172637,2,-1.1703893182988536,-0.6677406071163867,-0.23283829356014074,1
4,-0.20734605675401982,-1.0452953217017178,2.624809427684005,-0.5101037326408223,-0.3409788778582933,2.3924834371804438,1,-1.1508773865732695,-0.11709355201771916,-0.23144770500496747,0
1,-0.28146744264526663,-0.8415711152477163,-1.3232263081971882,-0.7466385831992004,-0.3409788778582933,-0.6983066109996929,2,-1.0520340482265609,-0.20195038462923914,-0.25022065049980674,1
3,-0.4280781378414016,-1.0452953217017178,-0.25810875355298124,-0.0024156949256936484,-0.3409788778582933,-0.6983066109996929,2,-1.1652545994237,-0.14325494705210082,-0.2217135851187545,0
4,0.7070185735358328,1.3993951557462996,-0.27231032094823754,0.6007082187869274,-0.3409788778582933,-0.6983066109996929,2,-1.1248186882818645,2.597989689050479,-0.21893240800840794,0
3,1.6040831920102825,0.3807741234762923,-0.1586977817861887,0.7190327229393206,-0.3409788778582933,-0.6983066109996929,2,0.4202182212518829,2.7578928311356257,-0.22379946795151442,0
3,-0.031282656391749215,1.1956709492922981,-0.04508524262413988,11.263698140381145,-0.3409788778582933,-0.6983066109996929,2,1.6521656473731337,-0.12589786765428992,-0.21962770228599457,0
3,0.8055959993519015,-0.4341227023397134,-0.04508524262413988,0.14587521765892655,-0.3409788778582933,1.5535547098172637,2,0.47361929755348137,0.07324736698242937,-0.2217135851187545,0
3,0.2752464353969843,-0.026674289431710546,-0.49953539927233476,0.07563966418110701,-0.3409788778582933,0.14062211636348712,2,-0.5733498810903574,-0.014041133757286325,4.433281603323806,1
3,0.06578823719075765,1.3993951557462996,1.9431341927117132,2.614422325995976,-0.3409788778582933,0.2730845469997787,1,2.524682752233626,-0.02712183127447715,-0.23283829356014074,0
3,-0.37479711451442804,0.3807741234762923,0.15373670090944522,-0.13729307230731702,-0.3409788778582933,0.008159685727195526,2,-1.2191691476128137,-0.47513572123826286,-0.22727593933944762,0
4,-0.02794317660735361,-1.0452953217017178,-0.7693651797822005,-0.6807124846483011,1.6647792271904904,-0.6983066109996929,2,-0.7729620773619574,-0.34189707793815893,-0.27177477310499265,0
4,-0.9566700808571632,-1.0452953217017178,-0.2013024839719571,-0.8524913535564668,-0.3409788778582933,-0.08014860136366553,2,-0.8353489116950749,-0.7792619385129496,-0.22658064506186099,0
3,0.41864319516152043,0.1770499170222909,-0.7693651797822005,-0.3533936862585765,-0.3409788778582933,-0.08014860136366553,2,-0.1897863811163763,0.6329502895929983,-0.28568065865672543,0
3,-0.20734605675401982,1.3993951557462996,-0.059286810019396174,3.0755910820496477,-0.3409788778582933,-0.6983066109996929,2,0.012136438649042845,3.136143001007727,-0.23144770500496747,0
4,-0.3647284574201225,-1.2490195281557193,-1.7350717626596148,-0.528426050939384,-0.3409788778582933,-0.6983066109996929,2,0.16579290098801724,-0.2598911665803857,4.13430506396155,1
3,-0.6864735247678315,-0.6378469087937149,0.3099539422572624,0.00026701211490571625,-0.3409788778582933,0.9795508437266671,2,-0.6368920271703845,-0.3982446980122117,-0.2251900565066877,0
4,-0.7502500559886197,0.3807741234762923,-0.982388690711042,-0.354934815835091,-0.3409788778582933,-0.6983066109996929,2,-0.5751470326966612,-0.5669521557339292,4.349846290013409,1
4,-0.6405996182558708,-1.0452953217017178,-0.49953539927233476,-0.2980842581236662,-0.3409788778582933,-0.6983066109996929,2,0.002829760687826769,-1.4951785757038165,-0.21754181945323464,0
4,-0.10994874785424119,1.1956709492922981,0.3241555096525187,-0.05604129630107882,1.6647792271904904,0.8912425566358061,2,-0.6590996863054243,-0.17302191896622096,-0.24535359055670028,1
4,-0.20734605675401982,-0.4341227023397134,-1.3374278755924442,-0.7728948648731516,-0.3409788778582933,-0.6983066109996929,2,-1.6119751415620716,-0.8750193523887952,-0.23144770500496747,1
2,-1.3059344703379367,-0.4341227023397134,3.0224533147511763,-0.01679957097316258,-0.3409788778582933,-0.6983066109996929,2,0.002829760687826769,-1.1729406234053272,-0.22936182217220755,0
4,-0.48238862486130907,-0.23039849588571198,-0.28651188834349334,0.18052209369390132,-0.3409788778582933,0.8029342695449451,1,0.14281503402170445,-0.1399847726728031,-0.3107112526498445,0
3,-0.8149305065495451,-0.8415711152477163,-1.3942341451734686,-0.10478665401750131,-0.3409788778582933,-0.6983066109996929,2,-0.056668794278016694,-0.9860375800346968,-0.2321429992825541,0
4,0.24481448427903338,-0.8415711152477163,0.06852729653790895,-0.08261151177765338,-0.3409788778582933,-0.6983066109996929,1,0.5651456615030961,0.1003311188930232,-0.23631476494807396,0
4,-0.1723945089353831,-0.23039849588571198,1.8437232209449206,-0.1769628891842651,-0.3409788778582933,0.6263176953632229,2,0.002829760687826769,-0.5170610337933617,-0.2203229965635812,0
4,-0.20734605675401982,0.9919467428382966,-0.10189151220516404,0.6505380750942305,-0.3409788778582933,2.436637580725874,2,0.20237777297348733,-1.0329100794712973,-0.23144770500496747,0
3,1.4928508954322934,-0.23039849588571198,0.579783722767128,-0.16306418355903218,-0.3409788778582933,-0.5658441803634013,2,0.7481983894023253,2.6670826041412816,-0.2321429992825541,0
4,-0.20734605675401982,0.5844983299302937,-0.9113808537347615,-0.4623572552054741,-0.3409788778582933,2.5249458678167356,2,-1.2773198388739293,-0.33460207355357174,-0.23144770500496747,0
4,0.08592555137936875,-0.8415711152477163,0.7928072336959694,-0.39648823552777906,-0.3409788778582933,1.5977088533626944,2,0.002829760687826769,-0.7177155796820646,-0.22240887939634113,0
3,1.9900818591194076,-0.026674289431710546,-0.22970561876246917,-0.18027346383011109,-0.3409788778582933,-0.6983066109996929,2,0.491847549560277,0.6602017427538125,-0.22449476222910106,0
4,-0.25603215676862945,0.5844983299302937,-0.5279385340628471,-0.07031101460213927,-0.3409788778582933,1.2444757049992503,1,0.002829760687826769,-0.5078374650312399,-0.22936182217220755,0
3,-0.20734605675401982,-0.4341227023397134,-0.6415510732248957,-0.5154120678488169,-0.3409788778582933,-0.6983066109996929,2,-0.9194299332757166,-0.40277263176816236,-0.23144770500496747,0
3,0.271379669330842,0.5844983299302937,-0.04508524262413988,-0.48478925237474113,3.6705373322392743,1.9950961452715692,2,-0.3815681311033669,-0.25226075969535766,-0.2251900565066877,0
3,-0.558167196209474,0.3807741234762923,-0.44272912969131056,-0.4253701453691254,-0.3409788778582933,2.4807917242713047,2,-0.5055715919383287,-0.7218242603124642,-0.22658064506186099,0
4,-0.38946069492109747,-0.026674289431710546,-1.465241982149749,-0.6695535649368718,-0.3409788778582933,-0.6983066109996929,1,0.412002671051637,-0.6570915777273917,-0.305844192706738,1
3,0.9459545857787545,1.603119362200301,-0.32911659052926173,0.48966127096807494,-0.3409788778582933,-0.6983066109996929,2,1.957424684501021,2.400689168166184,-0.22797123361703425,0
3,-0.3770318039942116,-0.23039849588571198,0.7786056663007136,-0.6605636424072038,-0.3409788778582933,2.08340443236243,2,-0.4950454182442636,-0.3802168136135192,4.3985168894444735,1
3,0.03277007240519207,-0.23039849588571198,-0.8687761515489933,-0.43025038902808804,-0.3409788778582933,-0.6983066109996929,1,-0.500436873063175,-0.27154640347070313,-0.23631476494807396,0
3,0.4127677194506289,-0.4341227023397134,-0.1871009165767008,-0.36877644258711967,-0.3409788778582933,-0.6983066109996929,2,0.8831131278469887,0.5584070838700327,-0.23631476494807396,0
4,-1.0028704026863957,0.1770499170222909,-1.749273330054871,-0.47788270871702787,-0.3409788778582933,-0.6983066109996929,2,-1.1656397033393364,-0.5620888194775377,-0.2759465387705125,0
3,-0.20734605675401982,-0.6378469087937149,-1.6924670604738465,-0.32673785247219556,-0.3409788778582933,0.3172386905452092,2,-0.7395864046734585,0.2328151065671354,-0.23144770500496747,0
4,-1.2157182984181367,-0.23039849588571198,-1.2096137690351394,-0.5257148044621824,-0.3409788778582933,-0.47753589327254026,2,0.002829760687826769,-0.8984136767945403,-0.22101829084116786,0
4,-0.14264049732253503,-0.23039849588571198,-0.22970561876246917,-0.3770528792017347,-0.3409788778582933,1.9509420017261385,2,0.09454867659525969,0.5908572757876791,-0.24813476766704684,0
4,-1.097505735824644,-0.4341227023397134,-1.1386059320588588,-0.4241714890318363,-0.3409788778582933,0.05231382927262605,2,-0.7748875969401401,-0.9514072718641852,-0.2571735932756732,1
3,1.3925660664181878,-0.026674289431710546,0.48037275100033544,0.5053294216626393,-0.3409788778582933,-0.6983066109996929,1,2.568456230644311,0.5921150351643321,-0.2676030074394728,0
3,-0.42431180725749673,-0.23039849588571198,-0.49953539927233476,-0.3592157313254091,1.6647792271904904,-0.6983066109996929,2,0.002829760687826769,-0.5111914900356479,-0.23492417639290067,0
3,1.3332338052864072,0.5844983299302937,-0.08768994480990826,1.0513744621710184,-0.3409788778582933,-0.6983066109996929,2,1.9813011272704857,2.0688083939800217,-0.2474394733894602,0
3,0.8038634872833053,-0.4341227023397134,0.3099539422572624,0.24756123027228333,-0.3409788778582933,-0.6983066109996929,2,1.3784851313274418,-0.5115268925360886,-0.21962770228599457,0
3,-0.10919548173746023,0.7882225363842952,-0.7267604775964324,0.05169507687192758,-0.3409788778582933,1.906787858180708,1,-0.5118616225603919,-0.45895255059199475,-0.2307524107273808,0
3,-0.17744139191781555,0.7882225363842952,0.579783722767128,0.9534271157525396,-0.3409788778582933,-0.6983066109996929,2,1.1022372558441729,0.3617773679866193,-0.22588535078427432,0
1,-0.20734605675401982,-0.6378469087937149,2.1703592710358106,-0.006953465345430871,-0.3409788778582933,-0.12430274490909606,2,-1.1720581019332785,-0.24521730718610107,-0.23144770500496747,0
4,-0.7556735720294427,0.1770499170222909,-0.5705432362486152,-0.18221414551905532,-0.3409788778582933,-0.6983066109996929,2,-1.0271306616820655,-0.6248929376850758,-0.2251900565066877,0
3,0.35534373248136014,-0.6378469087937149,-0.04508524262413988,0.3267296274065667,-0.3409788778582933,-0.6983066109996929,1,0.7307403452268028,-0.9898947087897659,-0.2286665278946209,1
3,0.7316252666840108,1.1956709492922981,0.48037275100033544,4.956397033002619,-0.3409788778582933,-0.6541524674542624,2,0.10071033924544412,-0.15709030019528342,-0.2578688875532598,0
3,-1.0056574873184851,0.5844983299302937,0.11113199872367734,-0.39865723270954023,1.6647792271904904,-0.12430274490909606,1,0.1027642267955056,-0.27783520035396797,-0.2752512444929258,1
4,-0.20734605675401982,-0.026674289431710546,-0.5989463710391275,-0.46760851154026434,-0.3409788778582933,2.569100011362166,2,-1.157039049223454,0.1383154520679427,-0.23144770500496747,0
4,-0.13950188850261433,-0.8415711152477163,0.06852729653790895,-0.3527372792167277,-0.3409788778582933,0.05231382927262605,1,-1.3447130241103216,-0.0287988437766811,-0.2370100592256606,1
3,3.1303509978318713,-1.0452953217017178,0.6649931271386648,0.3614906611879499,-0.3409788778582933,-0.5216900368179708,2,-1.0008152274469029,0.4467180512232494,-0.23631476494807396,1
4,0.4717986741356971,-1.2490195281557193,-0.7693651797822005,-0.2739398947582719,-0.3409788778582933,-0.6983066109996929,2,-0.9194299332757166,-0.9161900093179022,-0.21962770228599457,0
3,-0.20734605675401982,-0.23039849588571198,-0.40012442750554217,-0.5810813114702971,-0.3409788778582933,-0.3450734626362487,2,0.16579290098801724,0.012204111902205522,-0.23144770500496747,0
4,-0.4709389798862384,0.1770499170222909,0.40936491402405495,-0.5976341846995271,-0.3409788778582933,0.8470884130903755,2,-1.0544730396922588,-0.6554984158502979,-0.2356194706704873,1
3,-0.20734605675401982,-0.6378469087937149,0.12533356611893312,-0.38667066933664945,-0.3409788778582933,2.4807917242713047,2,0.11316203251769184,0.7109313709454821,-0.23144770500496747,0
4,-0.9504681898289999,-0.026674289431710546,1.2756605251346769,-0.5468339875477519,3.6705373322392743,-0.6983066109996929,2,-1.12533216016938,-0.5658620976074967,-0.23144770500496747,0
2,-0.20734605675401982,-1.0452953217017178,0.2957523748620061,-0.5289683002348242,-0.3409788778582933,-0.6983066109996929,2,0.1281810852275164,-0.6702561258696926,-0.23144770500496747,1
4,-0.20734605675401982,0.9919467428382966,0.3383570770477745,-0.05829591179264637,-0.3409788778582933,1.1561674179083892,1,0.6054532046730525,0.6285062064621578,-0.23144770500496747,1
3,0.27645166118383385,0.5844983299302937,-0.3717212927150301,-0.15298976243848353,-0.3409788778582933,-0.6983066109996929,2,0.09300826093271358,-0.07743220634059571,-0.21962770228599457,0
3,-0.825501341055038,-0.026674289431710546,0.2531476726762383,-0.3147798285359069,1.6647792271904904,2.304175150089583,2,0.002829760687826769,-1.2076547822009491,-0.22658064506186099,0
4,0.3323691159195407,-1.0452953217017178,-1.2238153364303956,-0.2700870708169856,-0.3409788778582933,1.0237049872720976,2,0.002829760687826769,-0.5693838238621249,-0.21962770228599457,0
3,1.7859969592128853,1.1956709492922981,-1.4936451169402611,0.9475765312491048,-0.3409788778582933,-0.12430274490909606,2,0.002829760687826769,0.07282811385687839,-0.22727593933944762,0
